,proponente,nota_de_credito,programa,mes,valor_faturado,valor_economizado,valor_utilizado,saldo_no_periodo,relatorio,prop_pk1,prop_pk2
286,BANCADA-PA,56/2021,WifiBrasil,2021-04-01,0.0,1468.7482050268648,0.0,145854.2355164021,0.0,BANCADA-PA,BANCADA-PA
287,CORONEL CHRISOSTOMO,57/2021,WifiBrasil,2021-04-01,0.0,2472.8668509966296,0.0,245568.37097844755,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
288,DIMAS FABIANO,58/2021,WifiBrasil,2021-04-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
289,EDNA HENRIQUE,59/2021,WifiBrasil,2021-04-01,0.0,442.44636602757095,0.0,43937.19512513802,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
290,FABIO REIS,60/2021,WifiBrasil,2021-04-01,0.0,230.87545544750748,0.0,22927.117758201057,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
291,FLAVIA ARRUDA,61/2021,WifiBrasil,2021-04-01,0.0,0.0,0.0,0.0,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
292,GENERAL GIRAO,62/2021,WifiBrasil,2021-04-01,0.0,3245.128868047294,0.0,322257.95312041795,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
293,JOSE NUNES,63/2021,WifiBrasil,2021-04-01,0.0,140.34717778801598,0.0,13937.195125138023,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
294,JOSIVALDO JP,64/2021,WifiBrasil,2021-04-01,0.0,140.34717778801598,0.0,13937.195125138023,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
295,JUNIOR LOURENCO,65/2021,WifiBrasil,2021-04-01,0.0,85.43076652454822,0.0,8483.713612974461,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
296,LEO DE BRITO,66/2021,WifiBrasil,2021-04-01,0.0,468.87799827745835,0.0,46561.991875230044,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
297,LUCIANO BIVAR,67/2021,WifiBrasil,2021-04-01,0.0,1326.3478804751558,0.0,131713.15237928455,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
298,LUIS TIBE,68/2021,WifiBrasil,2021-04-01,0.0,241.04690720120098,0.0,23937.195125138023,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
299,MARA ROCHA,69/2021,WifiBrasil,2021-04-01,0.0,0.0,0.0,0.0,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
300,MARX BELTRAO,70/2021,WifiBrasil,2021-04-01,0.0,1225.6481510619708,0.0,121713.15237928455,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
301,PERPETUA ALMEIDA,71/2021,WifiBrasil,2021-04-01,0.0,341.746636614386,0.0,33937.19512513802,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
302,SERGIO PETECAO,72/2021,WifiBrasil,2021-04-01,0.0,1258.1513967635365,0.0,124940.89150936707,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
303,ULDURICO JUNIOR,73/2021,WifiBrasil,2021-04-01,0.0,946.0779852115704,0.0,93950.39993897907,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
304,SORAYA THRONICKE,74/2021,WifiBrasil,2021-04-01,0.0,1232.775238444414,0.0,122420.90873811248,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
305,MCOM,75/2021,WifiBrasil,2021-04-01,0.0,972.3766453433833,0.0,96561.99187523004,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
306,JUNIO AMARAL,76/2021,WifiBrasil,2021-04-01,0.0,4380.827770954457,0.0,435038.683468484,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
307,LEUR LOMANTO,77/2021,WifiBrasil,2021-04-01,0.0,643.8458248539409,0.0,63937.19512513802,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
308,BANCADA-AL,01/2021,GESAC,2021-05-01,100000.0,15218.647375948349,100000.0,1409626.8014248305,0.0,BANCADA-AL,BANCADA-AL
309,BANCADA-AL,02/2021,GESAC,2021-05-01,0.0,3827.6252104547843,0.0,379684.57122174604,0.0,BANCADA-AL,BANCADA-AL
310,BANCADA-AL,03/2021,GESAC,2021-05-01,0.0,52607.78494429987,0.0,5218474.425067611,0.0,BANCADA-AL,BANCADA-AL
311,BANCADA-MG,04/2021,GESAC,2021-05-01,0.0,134804.76361018818,0.0,13372074.34264488,0.0,BANCADA-MG,BANCADA-MG
312,BANCADA-SP,05/2021,GESAC,2021-05-01,0.0,10084.383987036483,0.0,1000329.1335042845,0.0,BANCADA-SP,BANCADA-SP
313,BANCADA-ES,06/2021,GESAC,2021-05-01,0.0,9528.963793935534,0.0,945233.7502652404,0.0,BANCADA-ES,BANCADA-ES
314,BANCADA-ES,07/2021,GESAC,2021-05-01,0.0,21751.146745967297,0.0,2157623.6887734933,0.0,BANCADA-ES,BANCADA-ES
315,BANCADA-ES,08/2021,GESAC,2021-05-01,0.0,27115.374947059634,0.0,2689732.913810536,0.0,BANCADA-ES,BANCADA-ES
316,BANCADA-MA,09/2021,GESAC,2021-05-01,0.0,7233.749789706488,0.0,717558.025202726,0.0,BANCADA-MA,BANCADA-MA
317,BANCADA-PA,10/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,BANCADA-PA,BANCADA-PA
318,BANCADA-PA,11/2021,GESAC,2021-05-01,0.0,3223.706368791735,0.0,319778.32287139515,0.0,BANCADA-PA,BANCADA-PA
319,JUNIO AMARAL,12/2021,GESAC,2021-05-01,0.0,1200.51397293094,0.0,119086.01495595239,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
320,CELSO SABINO,13/2021,GESAC,2021-05-01,0.0,586.4882616346439,0.0,58177.20698910301,0.0,CELSO SABINO DE OLIVEIRA,DEP. CELSO SABINO DE OLIVEIRA
321,CORONEL CHRISOSTOMO,14/2021,GESAC,2021-05-01,0.0,704.6233172016432,0.0,69895.71532077008,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
322,DIMAS FABIANO,15/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
323,EDNA HENRIQUE,16/2021,GESAC,2021-05-01,0.0,1311.5072892069738,0.0,130096.09232288934,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
324,ELIAS VAZ,17/2021,GESAC,2021-05-01,0.0,3669.819989728082,0.0,364030.9467747872,0.0,ELIAS VAZ DE ANDRADE,DEP. ELIAS VAZ DE ANDRADE
325,EXPEDITO NETTO,18/2021,GESAC,2021-05-01,0.0,1755.8636042180253,0.0,174174.3987552477,0.0,EXPEDITO GONCALVES FERREIRA NETTO,DEP. EXPEDITO GONCALVES FERREIRA NETTO
326,FABIO REIS,19/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
327,FLAVIA ARRUDA,20/2021,GESAC,2021-05-01,0.0,8370.309674969507,0.0,830300.0594868646,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
328,FLAVIANO MELO,21/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
329,FLAVIANO MELO,22/2021,GESAC,2021-05-01,0.0,4313.313919472775,0.0,427862.8799879871,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
330,GENERAL GIRAO,23/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
331,JOAO ROMA,24/2021,GESAC,2021-05-01,0.0,29.185406804987014,0.0,2895.071502407387,0.0,JOAO INACIO RIBEIRO ROMA NETO,DEP. JOAO INACIO RIBEIRO ROMA NETO
332,JOENIA WAPICHANA,25/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,JOENIA BATISTA DE CARVALHO,DEP. JOENIA BATISTA DE CARVALHO
333,JOSE NUNES,26/2021,GESAC,2021-05-01,0.0,998.8926535216061,0.0,99086.01495595239,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
334,JOSIVALDO JP,27/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
335,JUNIOR LOURENCO,28/2021,GESAC,2021-05-01,0.0,2807.341899188903,0.0,278476.691593254,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
336,LEO DE BRITO,29/2021,GESAC,2021-05-01,0.0,3168.814409231752,0.0,314333.26778289623,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
337,LEUR LOMANTO,30/2021,GESAC,2021-05-01,0.0,169.04372095412955,0.0,16768.437132477542,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
338,LUCIANO BIVAR,31/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
339,LUIS TIBE,32/2021,GESAC,2021-05-01,0.0,998.8926535216061,0.0,99086.01495595239,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
340,MARA ROCHA,33/2021,GESAC,2021-05-01,0.0,3654.2900970742694,0.0,362490.445730621,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
341,MARX BELTRAO,34/2021,GESAC,2021-05-01,0.0,1402.1352923402742,0.0,139086.01495595239,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
342,MINISTERIO DAS COMUNICACOES,35/2021,GESAC,2021-05-01,0.0,150989.59125410797,0.0,14977542.225836456,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
343,MINISTERIO DAS COMUNICACOES,36/2021,GESAC,2021-05-01,0.0,36747.1521575637,0.0,3645165.329263538,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
344,MINISTERIO DAS COMUNICACOES,37/2021,GESAC,2021-05-01,0.0,101020.08043603142,0.0,10020773.66936968,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
345,MINISTERIO DA EDUCACAO,38/2021,GESAC,2021-05-01,0.0,170905.66865132342,0.0,16953134.633976746,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
346,MINISTERIO DA EDUCACAO,39/2021,GESAC,2021-05-01,0.0,32038.583215149443,0.0,3178094.787694979,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
347,MINISTERIO DA JUSTICA,40/2021,GESAC,2021-05-01,0.0,5667.960701111285,0.0,562238.2313255399,0.0,MINISTERIO DA JUSTICA,MINISTERIO DA JUSTICA
348,MINISTERIO DO MEIO AMBIENTE,41/2021,GESAC,2021-05-01,0.0,694.4477395746811,0.0,68886.34015580516,0.0,MINISTERIO DO MEIO AMBIENTE,MINISTERIO DO MEIO AMBIENTE
349,PERPETUA ALMEIDA,42/2021,GESAC,2021-05-01,0.0,3106.7025637945494,0.0,308172.02991190477,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
350,POLICIA RODOVIARIA FEDERAL RO,43/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,POLICIA RODOVIARIA FEDERAL-RO,POLICIA RODOVIARIA FEDERAL-RO
351,CONFUCIO MOURA,44/2021,GESAC,2021-05-01,0.0,0.0,0.0,0.0,0.0,CONFUCIO AIRES MOURA,SEN. CONFUCIO AIRES MOURA
352,SERGIO PETECAO,45/2021,GESAC,2021-05-01,0.0,1389.754670077555,0.0,137857.90849389875,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
353,SORAYA THRONICKE,46/2021,GESAC,2021-05-01,0.0,2908.15255889357,0.0,288476.691593254,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
354,ULDURICO JUNIOR,47/2021,GESAC,2021-05-01,0.0,2743.1982417336962,0.0,272113.90638352314,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
355,BANCADA-AL,48/2021,WifiBrasil,2021-05-01,0.0,5082.137938639722,0.0,504127.0390976765,0.0,BANCADA-AL,BANCADA-AL
356,BANCADA-AL,49/2021,WifiBrasil,2021-05-01,0.0,5687.001896867724,0.0,564127.0390976765,0.0,BANCADA-AL,BANCADA-AL
357,BANCADA-AL,50/2021,WifiBrasil,2021-05-01,0.0,1076.2902820565341,0.0,106763.5392139694,0.0,BANCADA-AL,BANCADA-AL
358,BANCADA-MG,51/2021,WifiBrasil,2021-05-01,0.0,1386.731526835802,0.0,137558.025202726,0.0,BANCADA-MG,BANCADA-MG
359,BANCADA-SP,52/2021,WifiBrasil,2021-05-01,0.0,47304.417227646394,0.0,4692402.308072234,0.0,BANCADA-SP,BANCADA-SP
360,BANCADA-ES,53/2021,WifiBrasil,2021-05-01,0.0,6273.312183302625,0.0,622286.5916839351,0.0,BANCADA-ES,BANCADA-ES
361,BANCADA-ES,54/2021,WifiBrasil,2021-05-01,0.0,7166.534817742926,0.0,710890.5783116459,0.0,BANCADA-ES,BANCADA-ES
362,BANCADA-PA,55/2021,WifiBrasil,2021-05-01,0.0,7647.703609891597,0.0,758620.5300407878,0.0,BANCADA-PA,BANCADA-PA
363,BANCADA-PA,56/2021,WifiBrasil,2021-05-01,0.0,1470.3661703128369,0.0,145854.2355164021,0.0,BANCADA-PA,BANCADA-PA
364,CORONEL CHRISOSTOMO,57/2021,WifiBrasil,2021-05-01,0.0,2475.59094809377,0.0,245568.37097844755,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
365,DIMAS FABIANO,58/2021,WifiBrasil,2021-05-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
366,EDNA HENRIQUE,59/2021,WifiBrasil,2021-05-01,0.0,442.9337626137843,0.0,43937.19512513802,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
367,FABIO REIS,60/2021,WifiBrasil,2021-05-01,0.0,231.12978663308346,0.0,22927.117758201057,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
368,FLAVIA ARRUDA,61/2021,WifiBrasil,2021-05-01,0.0,0.0,0.0,0.0,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
369,GENERAL GIRAO,62/2021,WifiBrasil,2021-05-01,0.0,3248.7036849144984,0.0,322257.95312041795,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
370,JOSE NUNES,63/2021,WifiBrasil,2021-05-01,0.0,140.5017834997833,0.0,13937.195125138023,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
371,JOSIVALDO JP,64/2021,WifiBrasil,2021-05-01,0.0,140.5017834997833,0.0,13937.195125138023,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
372,JUNIOR LOURENCO,65/2021,WifiBrasil,2021-05-01,0.0,85.52487660694194,0.0,8483.713612974461,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
373,LEO DE BRITO,66/2021,WifiBrasil,2021-05-01,0.0,469.39451181052857,0.0,46561.991875230044,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
374,LUCIANO BIVAR,67/2021,WifiBrasil,2021-05-01,0.0,1327.8089783137007,0.0,131713.15237928455,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
375,LUIS TIBE,68/2021,WifiBrasil,2021-05-01,0.0,241.31244320445032,0.0,23937.195125138023,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
376,MARA ROCHA,69/2021,WifiBrasil,2021-05-01,0.0,0.0,0.0,0.0,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
377,MARX BELTRAO,70/2021,WifiBrasil,2021-05-01,0.0,1226.9983186090335,0.0,121713.15237928455,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
378,PERPETUA ALMEIDA,71/2021,WifiBrasil,2021-05-01,0.0,342.12310290911734,0.0,33937.19512513802,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
379,SERGIO PETECAO,72/2021,WifiBrasil,2021-05-01,0.0,1259.5373697148523,0.0,124940.89150936707,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
380,ULDURICO JUNIOR,73/2021,WifiBrasil,2021-05-01,0.0,947.1201797365786,0.0,93950.39993897907,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
381,SORAYA THRONICKE,74/2021,WifiBrasil,2021-05-01,0.0,1234.1332571533953,0.0,122420.90873811248,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
382,MCOM,75/2021,WifiBrasil,2021-05-01,0.0,973.4478103338636,0.0,96561.99187523004,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
383,JUNIO AMARAL,76/2021,WifiBrasil,2021-05-01,0.0,4385.653667750768,0.0,435038.683468484,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
384,LEUR LOMANTO,77/2021,WifiBrasil,2021-05-01,0.0,644.5550820231183,0.0,63937.19512513802,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
385,BANCADA-AL,01/2021,GESAC,2021-06-01,100000.0,14210.540778901679,100000.0,1309626.8014248305,0.0,BANCADA-AL,BANCADA-AL
386,BANCADA-AL,02/2021,GESAC,2021-06-01,0.0,3827.6252104547843,0.0,379684.57122174604,0.0,BANCADA-AL,BANCADA-AL
387,BANCADA-AL,03/2021,GESAC,2021-06-01,0.0,52607.78494429987,0.0,5218474.425067611,0.0,BANCADA-AL,BANCADA-AL
388,BANCADA-MG,04/2021,GESAC,2021-06-01,0.0,134804.76361018818,0.0,13372074.34264488,0.0,BANCADA-MG,BANCADA-MG
389,BANCADA-SP,05/2021,GESAC,2021-06-01,0.0,10084.383987036483,0.0,1000329.1335042845,0.0,BANCADA-SP,BANCADA-SP
390,BANCADA-ES,06/2021,GESAC,2021-06-01,0.0,9528.963793935534,0.0,945233.7502652404,0.0,BANCADA-ES,BANCADA-ES
391,BANCADA-ES,07/2021,GESAC,2021-06-01,0.0,21751.146745967297,0.0,2157623.6887734933,0.0,BANCADA-ES,BANCADA-ES
392,BANCADA-ES,08/2021,GESAC,2021-06-01,0.0,27115.374947059634,0.0,2689732.913810536,0.0,BANCADA-ES,BANCADA-ES
393,BANCADA-MA,09/2021,GESAC,2021-06-01,0.0,7233.749789706488,0.0,717558.025202726,0.0,BANCADA-MA,BANCADA-MA
394,BANCADA-PA,10/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,BANCADA-PA,BANCADA-PA
395,BANCADA-PA,11/2021,GESAC,2021-06-01,0.0,3223.706368791735,0.0,319778.32287139515,0.0,BANCADA-PA,BANCADA-PA
396,JUNIO AMARAL,12/2021,GESAC,2021-06-01,0.0,1200.51397293094,0.0,119086.01495595239,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
397,CELSO SABINO,13/2021,GESAC,2021-06-01,0.0,586.4882616346439,0.0,58177.20698910301,0.0,CELSO SABINO DE OLIVEIRA,DEP. CELSO SABINO DE OLIVEIRA
398,CORONEL CHRISOSTOMO,14/2021,GESAC,2021-06-01,0.0,704.6233172016432,0.0,69895.71532077008,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
399,DIMAS FABIANO,15/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
400,EDNA HENRIQUE,16/2021,GESAC,2021-06-01,0.0,1311.5072892069738,0.0,130096.09232288934,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
401,ELIAS VAZ,17/2021,GESAC,2021-06-01,0.0,3669.819989728082,0.0,364030.9467747872,0.0,ELIAS VAZ DE ANDRADE,DEP. ELIAS VAZ DE ANDRADE
402,EXPEDITO NETTO,18/2021,GESAC,2021-06-01,0.0,1755.8636042180253,0.0,174174.3987552477,0.0,EXPEDITO GONCALVES FERREIRA NETTO,DEP. EXPEDITO GONCALVES FERREIRA NETTO
403,FABIO REIS,19/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
404,FLAVIA ARRUDA,20/2021,GESAC,2021-06-01,0.0,8370.309674969507,0.0,830300.0594868646,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
405,FLAVIANO MELO,21/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
406,FLAVIANO MELO,22/2021,GESAC,2021-06-01,0.0,4313.313919472775,0.0,427862.8799879871,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
407,GENERAL GIRAO,23/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
408,JOAO ROMA,24/2021,GESAC,2021-06-01,0.0,29.185406804987014,0.0,2895.071502407387,0.0,JOAO INACIO RIBEIRO ROMA NETO,DEP. JOAO INACIO RIBEIRO ROMA NETO
409,JOENIA WAPICHANA,25/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,JOENIA BATISTA DE CARVALHO,DEP. JOENIA BATISTA DE CARVALHO
410,JOSE NUNES,26/2021,GESAC,2021-06-01,0.0,998.8926535216061,0.0,99086.01495595239,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
411,JOSIVALDO JP,27/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
412,JUNIOR LOURENCO,28/2021,GESAC,2021-06-01,0.0,2807.341899188903,0.0,278476.691593254,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
413,LEO DE BRITO,29/2021,GESAC,2021-06-01,0.0,3168.814409231752,0.0,314333.26778289623,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
414,LEUR LOMANTO,30/2021,GESAC,2021-06-01,0.0,169.04372095412955,0.0,16768.437132477542,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
415,LUCIANO BIVAR,31/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
416,LUIS TIBE,32/2021,GESAC,2021-06-01,0.0,998.8926535216061,0.0,99086.01495595239,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
417,MARA ROCHA,33/2021,GESAC,2021-06-01,0.0,3654.2900970742694,0.0,362490.445730621,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
418,MARX BELTRAO,34/2021,GESAC,2021-06-01,0.0,1402.1352923402742,0.0,139086.01495595239,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
419,MINISTERIO DAS COMUNICACOES,35/2021,GESAC,2021-06-01,0.0,150989.59125410797,0.0,14977542.225836456,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
420,MINISTERIO DAS COMUNICACOES,36/2021,GESAC,2021-06-01,0.0,36747.1521575637,0.0,3645165.329263538,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
421,MINISTERIO DAS COMUNICACOES,37/2021,GESAC,2021-06-01,0.0,101020.08043603142,0.0,10020773.66936968,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
422,MINISTERIO DA EDUCACAO,38/2021,GESAC,2021-06-01,0.0,170905.66865132342,0.0,16953134.633976746,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
423,MINISTERIO DA EDUCACAO,39/2021,GESAC,2021-06-01,0.0,32038.583215149443,0.0,3178094.787694979,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
424,MINISTERIO DA JUSTICA,40/2021,GESAC,2021-06-01,0.0,5667.960701111285,0.0,562238.2313255399,0.0,MINISTERIO DA JUSTICA,MINISTERIO DA JUSTICA
425,MINISTERIO DO MEIO AMBIENTE,41/2021,GESAC,2021-06-01,0.0,694.4477395746811,0.0,68886.34015580516,0.0,MINISTERIO DO MEIO AMBIENTE,MINISTERIO DO MEIO AMBIENTE
426,PERPETUA ALMEIDA,42/2021,GESAC,2021-06-01,0.0,3106.7025637945494,0.0,308172.02991190477,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
427,POLICIA RODOVIARIA FEDERAL RO,43/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,POLICIA RODOVIARIA FEDERAL-RO,POLICIA RODOVIARIA FEDERAL-RO
428,CONFUCIO MOURA,44/2021,GESAC,2021-06-01,0.0,0.0,0.0,0.0,0.0,CONFUCIO AIRES MOURA,SEN. CONFUCIO AIRES MOURA
429,SERGIO PETECAO,45/2021,GESAC,2021-06-01,0.0,1389.754670077555,0.0,137857.90849389875,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
430,SORAYA THRONICKE,46/2021,GESAC,2021-06-01,0.0,2908.15255889357,0.0,288476.691593254,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
